1000
0.001;12,16,0,3,4,8,14,5,7,15,18,11,6,13,2,9,1,17,19,10
0.002;12,5,3,0,2,9,7,18,19,15,16,10,6,13,17,4,1,8,14,11
0.003;0,5,3,11,2,9,17,1,19,15,4,13,8,7,10,6,18,14,16,12
0.004;0,11,3,10,2,9,8,4,19,15,12,16,5,14,17,6,18,13,1,7
0.005;0,18,3,7,9,4,8,2,19,15,12,14,10,1,16,11,6,13,5,17
0.006;0,16,3,7,9,17,4,2,19,14,8,18,13,12,15,6,11,1,5,10
0.007;17,16,3,7,14,0,4,9,15,10,8,12,6,18,19,11,5,1,2,13
0.008;17,4,7,3,0,14,6,9,11,13,18,12,2,1,19,15,5,10,16,8
0.009;16,12,19,3,0,2,6,9,18,17,11,5,15,1,14,7,13,10,4,8
0.01;8,12,19,3,16,2,6,9,18,11,15,17,5,13,7,1,4,14,10,0
0.011;8,6,19,11,16,14,15,9,2,0,12,10,5,18,1,7,4,13,3,17
0.012;8,6,10,11,17,12,14,9,18,13,4,5,19,3,1,7,15,0,16,2
0.013;9,11,10,6,17,19,5,4,18,13,1,14,12,2,16,7,0,8,15,3
0.014;15,11,9,12,17,1,6,4,3,13,19,8,5,16,2,0,18,14,10,7
0.015;15,11,9,12,5,4,6,1,10,3,7,17,8,14,2,19,0,18,13,16
0.016;15,11,9,12,5,13,18,14,16,3,7,1,10,4,8,0,19,17,6,2
0.017;11,15,9,12,1,19,18,14,16,3,13,10,8,4,0,6,2,17,7,5
0.018;10,15,9,12,1,5,11,17,16,7,13,18,8,0,19,3,14,2,4,6
0.019;10,12,11,15,1,19,6,13,5,0,2,18,8,7,17,14,3,16,4,9
0.02;13,12,5,15,1,19,6,14,18,0,11,3,8,4,17,9,7,16,10,2
0.021;13,12,16,15,10,17,9,18,5,0,11,19,8,1,3,6,4,2,7,14
0.022;13,12,6,15,10,3,9,4,5,11,19,0,2,17,16,14,18,8,1,7
0.023;13,7,6,15,10,16,9,1,8,11,4,18,12,17,3,0,2,19,5,14
0.024;11,7,6,12,10,18,9,1,8,17,4,14,3,16,2,0,15,5,13,19
0.025;11,17,6,13,10,18,4,1,7,14,2,16,9,8,3,0,19,15,12,5
0.026;11,12,6,8,0,16,18,1,7,14,4,9,2,13,3,19,5,15,10,17
0.027;0,12,14,19,8,1,18,4,7,6,13,9,2,15,3,11,10,5,16,17
0.028;9,12,17,19,1,4,8,13,7,6,0,15,2,5,3,11,10,18,14,16
0.029;9,11,6,14,1,8,4,19,7,17,3,15,13,5,2,12,18,10,16,0
0.03;9,11,15,14,17,2,10,5,7,1,16,6,13,8,3,18,4,12,19,0
0.031;9,13,7,0,17,2,12,4,15,1,14,6,16,11,3,18,5,8,10,19
0.032;9,5,7,3,14,13,18,4,10,16,15,6,2,11,8,12,1,0,17,19
0.033;18,5,2,11,7,13,9,3,10,16,15,4,0,17,8,19,1,14,12,6
0.034;11,1,4,18,7,3,9,13,15,10,16,2,0,14,17,19,8,5,6,12
0.035;11,6,0,18,7,3,9,19,13,5,16,17,4,14,2,10,1,8,12,15
0.036;11,6,1,5,7,18,9,2,4,10,16,12,0,14,19,13,3,15,17,8
0.037;11,7,1,5,4,18,9,2,19,6,16,10,17,8,13,3,12,15,14,0
0.038;13,7,15,5,4,18,17,0,11,2,16,10,9,19,12,8,6,1,14,3
0.039;11,4,15,18,6,5,1,0,3,2,16,10,8,12,19,9,17,14,7,13
0.04;2,4,1,5,6,3,15,0,8,19,13,10,17,18,11,9,16,14,7,12
0.041;2,4,8,19,5,13,14,0,6,17,3,15,10,18,11,9,16,1,12,7
0.042;15,4,16,19,0,5,1,10,7,17,3,2,13,12,9,11,8,6,18,14
0.043;1,4,16,18,0,5,15,3,11,17,12,14,19,10,7,9,13,6,2,8
0.044;11,4,10,8,6,14,15,3,2,7,5,12,19,17,16,13,9,0,1,18
0.045;9,4,10,8,6,3,17,18,12,7,1,16,11,15,5,14,19,0,2,13
0.046;9,13,10,8,1,3,17,4,14,7,6,2,12,5,15,18,11,16,0,19
0.047;3,13,17,8,7,4,15,9,11,12,6,18,0,5,10,2,14,1,16,19
0.048;3,17,13,15,0,4,6,2,14,12,16,9,7,19,10,5,11,1,8,18
0.049;3,19,1,9,18,14,6,2,4,12,16,5,7,13,11,15,10,0,17,8
0.05;1,16,4,9,14,8,3,2,6,18,11,5,7,13,19,15,0,10,12,17
0.0509;1,16,4,2,7,6,3,15,8,18,5,0,19,14,13,9,10,17,12,11
0.0519;13,18,2,3,7,6,9,15,8,16,5,0,19,11,10,14,1,12,4,17
0.0529;10,1,2,3,15,19,9,12,8,16,5,18,13,0,17,14,11,4,7,6
0.0539;10,3,6,1,4,19,9,11,14,16,18,13,7,2,17,8,12,0,5,15
0.0549;7,17,6,1,12,15,4,11,16,14,18,13,9,5,3,8,10,2,19,0
0.0559;7,17,6,1,12,0,4,11,9,2,8,5,18,10,3,16,14,15,13,19
0.0569;7,19,6,1,13,0,5,11,2,9,3,4,18,8,10,15,16,12,17,14
0.0579;14,19,15,1,13,2,11,5,7,9,3,8,17,16,10,6,18,0,4,12
0.0589;3,0,15,1,11,2,13,18,14,19,8,7,4,16,5,6,10,12,17,9
0.0599;7,19,14,1,10,2,13,9,15,0,8,18,3,4,5,6,11,17,16,12
0.0609;7,19,1,3,12,11,13,16,15,0,8,5,14,17,4,6,10,18,2,9
0.0619;7,19,1,3,6,17,14,16,15,13,12,4,0,8,18,9,11,5,2,10
0.0629;8,19,3,7,2,17,12,14,15,16,13,4,0,1,9,10,11,6,5,18
0.0639;8,17,0,7,2,19,10,4,15,18,13,11,3,14,16,5,6,1,12,9
0.0649;5,19,7,0,13,17,9,18,15,16,6,11,3,10,4,8,12,1,2,14
0.0659;5,19,6,0,13,17,7,18,12,9,4,8,3,1,16,15,11,14,10,2
0.0669;5,13,9,4,2,3,11,17,12,6,8,0,16,1,18,14,7,15,10,19
0.0679;5,13,9,2,15,11,12,19,14,6,8,17,7,4,18,3,16,1,0,10
0.0689;5,11,9,17,15,6,14,19,12,13,8,4,10,3,7,2,0,1,18,16
0.0699;5,18,3,17,15,9,14,4,2,13,8,7,10,1,19,0,12,11,16,6
0.0709;15,18,14,3,5,2,19,8,9,0,4,16,10,1,17,7,13,11,12,6
0.0719;5,18,16,3,10,2,13,7,9,4,0,14,8,1,17,19,6,11,15,12
0.0729;12,18,1,8,10,2,5,7,9,17,0,6,11,15,4,16,14,19,3,13
0.0739;12,9,1,7,13,2,5,8,4,17,0,6,16,11,14,18,10,15,3,19
0.0749;8,16,4,5,6,2,7,12,11,9,13,0,1,17,14,18,10,3,15,19
0.0759;14,9,4,5,1,0,7,3,8,16,13,2,19,17,15,12,10,18,6,11
0.0769;14,10,4,16,1,0,7,15,5,17,13,18,19,8,9,6,3,11,2,12
0.0779;5,10,4,11,1,0,7,15,16,6,9,18,17,8,14,12,2,19,3,13
0.0789;5,15,4,8,16,3,7,6,1,10,9,18,19,2,14,0,12,17,13,11
0.0799;8,15,4,5,16,14,1,11,7,12,9,10,3,2,19,17,13,18,0,6
0.0809;2,15,8,3,16,5,13,11,7,18,1,0,14,4,19,6,9,17,10,12
0.0819;2,12,11,3,13,5,16,10,18,7,19,0,14,6,4,17,1,9,8,15
0.0829;12,14,5,3,13,8,16,10,18,1,0,15,6,2,4,17,19,9,7,11
