1000
0.001;0,1,2,3,4,5,6,7,8,9,13,11,12,10,14,15,16,17,19,18
0.002;19,1,2,3,4,5,6,7,8,9,13,11,12,16,14,15,10,17,0,18
0.003;19,1,2,10,4,5,6,7,8,9,11,13,12,16,14,15,3,17,0,18
0.004;11,1,18,10,4,5,6,7,8,9,19,13,12,16,14,15,3,17,0,2
0.005;11,1,18,10,15,5,6,7,8,9,19,13,12,16,14,0,3,17,4,2
0.006;11,1,18,10,12,5,6,7,8,9,19,13,15,16,17,0,3,14,4,2
0.007;11,1,18,10,12,5,6,7,8,9,16,13,15,19,14,0,3,17,4,2
0.008;11,1,18,10,12,5,6,15,8,9,16,13,7,19,0,14,3,17,4,2
0.009;11,1,18,10,12,5,4,15,8,14,16,13,7,19,0,9,3,17,6,2
0.01;11,4,18,10,12,5,1,15,8,14,16,13,7,19,0,6,3,17,9,2
0.011;11,4,18,10,12,5,14,15,8,1,16,17,7,19,0,6,3,13,9,2
0.012;11,4,18,3,12,5,14,15,8,1,16,17,7,19,0,6,10,13,2,9
0.013;11,4,8,3,12,5,14,15,18,1,16,17,7,19,6,0,10,13,2,9
0.014;11,4,8,3,6,5,14,15,18,1,16,17,13,19,12,0,10,7,2,9
0.015;11,4,8,3,6,5,14,15,18,1,16,12,13,19,17,0,10,7,9,2
0.016;11,4,0,3,6,5,14,15,18,1,16,12,13,17,19,8,10,7,9,2
0.017;11,4,17,3,6,5,14,15,18,1,16,12,13,0,9,8,10,7,19,2
0.018;11,4,17,3,6,18,14,15,5,1,16,12,13,0,9,8,2,7,19,10
0.019;11,4,17,3,6,13,14,15,5,1,16,12,18,0,9,8,10,7,19,2
0.02;11,4,17,15,6,13,14,3,5,19,16,12,18,0,9,8,10,7,1,2
0.021;11,4,17,15,6,13,14,3,5,16,19,12,18,9,0,8,10,7,1,2
0.022;3,4,19,15,6,13,14,11,5,16,17,12,18,9,0,8,10,7,1,2
0.023;3,4,19,15,6,2,14,11,5,16,17,12,18,9,0,8,10,7,13,1
0.024;3,4,19,15,6,2,14,11,5,0,17,12,18,9,16,8,7,10,13,1
0.025;3,4,19,15,6,13,14,11,5,0,17,12,18,7,16,8,9,10,2,1
0.026;3,4,19,15,6,13,14,11,5,0,17,1,18,7,16,2,9,10,8,12
0.027;3,4,9,15,6,13,14,11,5,0,17,1,18,7,16,2,19,10,12,8
0.028;3,4,9,15,6,0,1,11,5,13,17,14,18,7,16,2,19,10,12,8
0.029;3,4,9,15,6,0,1,11,5,13,17,14,18,8,16,2,19,7,12,10
0.03;3,4,9,15,6,0,17,11,5,13,1,14,18,8,16,2,19,7,10,12
0.031;3,4,9,15,6,0,17,11,5,13,1,14,7,8,16,2,19,18,12,10
0.032;3,4,9,15,6,19,17,11,5,13,0,14,7,8,16,2,1,18,12,10
0.033;3,4,19,15,6,9,17,11,5,13,0,14,7,8,16,2,1,12,18,10
0.034;3,4,19,15,6,9,17,11,1,13,0,14,7,8,10,2,5,12,18,16
0.035;3,4,9,15,6,19,17,11,1,13,0,14,7,8,12,2,5,10,18,16
0.036;3,4,13,15,6,19,17,11,1,9,0,10,7,8,12,2,5,14,18,16
0.037;3,15,13,4,6,19,17,11,1,9,0,10,18,8,12,2,5,14,7,16
0.038;3,15,13,4,6,19,17,11,1,9,0,10,18,7,12,2,5,8,14,16
0.039;3,15,13,4,6,19,17,9,1,11,0,10,18,7,12,2,5,16,14,8
0.04;3,15,13,4,6,19,17,9,1,11,0,10,18,7,12,2,16,5,8,14
0.041;3,15,13,4,6,19,17,9,1,11,0,10,18,5,12,2,7,16,8,14
0.042;3,15,13,4,0,5,17,9,1,11,6,10,18,19,12,2,7,16,8,14
0.043;18,15,13,4,0,5,17,9,1,11,8,10,3,19,12,2,7,16,6,14
0.044;18,15,13,4,0,5,17,9,1,11,8,10,12,19,7,2,3,16,6,14
0.045;18,15,0,4,13,17,5,9,1,11,8,10,12,19,7,2,3,16,6,14
0.046;18,15,0,1,13,17,5,6,4,11,8,10,12,19,7,2,3,16,9,14
0.047;18,15,12,1,13,17,5,4,6,11,8,10,0,19,7,2,3,16,9,14
0.048;18,15,12,1,13,16,5,4,6,11,8,10,0,3,7,2,19,17,9,14
0.049;18,15,12,1,13,7,5,4,6,9,8,10,0,3,16,2,19,17,11,14
0.05;18,15,12,0,13,7,5,4,6,9,8,14,1,3,16,2,19,17,11,10
0.0509;18,17,12,0,13,7,5,15,6,9,8,14,1,3,16,2,19,4,11,10
0.0519;18,17,12,0,13,7,5,15,6,3,9,14,1,8,16,2,19,4,11,10
0.0529;18,17,12,0,13,7,5,15,6,3,9,14,1,19,16,2,8,11,4,10
0.0539;18,17,12,0,13,6,5,15,7,3,9,14,1,19,16,2,8,4,11,10
0.0549;18,3,12,0,13,6,5,15,7,17,9,14,1,19,16,2,8,10,11,4
0.0559;18,3,12,14,13,6,5,15,7,17,9,0,1,19,16,2,8,4,11,10
0.0569;18,3,2,5,13,6,14,15,7,17,9,0,1,19,16,12,8,4,11,10
0.0579;18,3,2,5,13,6,4,12,7,17,9,0,1,19,16,15,8,14,11,10
0.0589;18,3,2,5,13,6,4,12,7,17,16,0,1,15,9,19,8,14,11,10
0.0599;18,3,2,5,13,6,4,12,7,17,16,15,1,0,9,19,8,10,11,14
0.0609;18,3,2,5,13,7,4,12,6,0,16,15,1,17,9,19,8,10,11,14
0.0619;18,3,2,10,13,7,4,12,6,0,16,15,1,17,9,11,8,5,19,14
0.0629;18,3,2,10,13,7,4,9,6,0,16,15,1,17,14,11,8,5,19,12
0.0639;18,3,2,10,13,7,4,9,6,0,16,5,19,17,14,11,8,15,1,12
0.0649;18,3,2,10,13,7,4,1,6,0,16,5,19,17,15,11,8,14,9,12
0.0659;18,3,2,10,13,11,4,1,6,0,9,5,19,17,15,7,8,14,16,12
0.0669;4,1,2,10,13,11,18,3,6,0,9,5,19,17,15,7,8,14,16,12
0.0679;4,1,2,10,13,11,7,3,6,0,9,5,19,17,15,18,8,12,16,14
0.0689;4,1,2,10,13,11,17,3,6,0,12,5,19,7,15,18,8,9,16,14
0.0699;4,1,2,10,13,11,17,3,6,0,12,5,19,7,15,8,18,9,14,16
0.0709;4,1,2,10,13,11,17,8,6,0,12,5,7,19,15,3,18,9,14,16
0.0719;4,1,2,10,13,12,17,8,6,0,11,19,7,5,15,3,18,9,14,16
0.0729;4,1,2,10,13,12,17,8,6,0,11,19,7,3,15,5,18,16,14,9
0.0739;4,1,2,10,13,12,17,11,6,0,8,19,7,3,9,5,18,16,14,15
0.0749;4,1,2,10,13,12,17,11,6,19,8,0,18,3,9,5,7,16,14,15
0.0759;4,1,2,10,13,12,17,11,6,19,8,0,14,9,3,5,7,16,18,15
0.0769;4,1,2,10,13,12,17,11,6,19,8,0,14,9,3,16,7,15,18,5
0.0779;4,1,2,10,13,12,17,11,6,14,8,5,19,9,3,16,7,15,18,0
0.0789;4,1,2,10,13,12,19,11,6,14,8,5,17,9,3,16,7,18,15,0
0.0799;4,8,2,10,13,12,19,11,6,14,1,5,17,9,3,16,7,15,18,0
0.0809;4,8,2,10,13,17,19,11,6,14,1,3,12,9,5,16,7,15,18,0
0.0819;4,8,2,10,13,14,11,19,6,17,1,3,12,9,5,16,7,15,18,0
0.0829;4,8,2,10,13,14,11,19,0,17,1,3,12,9,5,16,7,18,15,6
0.0839;16,8,2,10,13,14,11,19,4,17,1,3,12,9,5,0,7,18,15,6
0.0849;16,8,2,10,13,11,14,19,5,17,1,3,12,9,4,0,7,18,15,6
0.0859;16,8,2,10,13,11,14,19,5,17,1,9,12,3,4,0,15,18,7,6
0.0869;16,8,2,10,13,11,14,19,6,17,1,7,12,3,4,0,15,18,9,5
0.0879;16,8,15,10,13,11,18,19,6,17,1,7,12,3,4,0,2,14,9,5
0.0889;16,8,15,10,13,11,18,19,6,17,1,7,12,14,9,0,2,3,4,5
0.0899;13,8,15,10,16,11,18,3,6,17,1,7,12,14,9,0,2,19,4,5
0.0909;13,8,15,10,16,11,18,3,6,5,1,7,12,14,9,0,19,2,4,17
0.0919;1,8,15,10,16,2,18,3,6,5,13,7,12,14,9,0,19,11,4,17
0.0929;1,8,9,10,16,2,18,3,6,5,13,0,12,14,15,7,19,11,4,17
0.0939;1,8,9,10,16,2,18,3,6,5,13,0,12,14,15,19,7,17,4,11
0.0949;1,8,9,10,16,2,18,5,6,3,13,0,12,14,15,19,7,4,17,11
0.0959;1,8,9,10,16,2,18,5,6,3,13,0,12,14,7,11,15,4,17,19
0.0969;1,8,9,10,16,2,18,5,6,3,13,7,12,14,4,11,15,0,17,19
0.0979;1,8,9,12,16,2,18,5,6,3,13,7,10,14,11,4,15,0,17,19
0.0989;1,8,9,12,16,2,18,5,6,3,13,7,10,14,19,4,11,0,17,15
0.0999;1,8,9,12,16,2,18,5,6,4,13,7,10,14,19,3,15,0,17,11
0.1009;1,8,9,12,16,2,18,5,7,4,13,6,11,14,19,3,15,0,17,10
0.1019;1,8,9,12,16,15,18,4,7,5,13,6,11,14,19,3,2,0,17,10
0.1029;1,8,9,12,16,15,18,19,7,10,13,6,11,14,4,3,2,0,17,5
0.1039;1,8,9,12,16,15,18,7,19,10,0,6,11,14,4,3,2,13,17,5
0.1049;1,8,9,12,5,15,17,7,19,10,0,6,11,14,4,3,2,13,18,16
0.1059;1,8,3,12,5,15,17,7,19,10,0,6,11,14,4,13,2,9,18,16
0.1069;1,8,3,12,13,15,17,7,19,10,18,6,11,14,4,5,2,9,0,16
0.1079;1,8,3,12,13,15,17,14,19,10,18,11,6,7,4,5,2,9,0,16
